split,cohort,target_node_id,label,predicted_class,fraud_score,sampled_event_count,meaningful_event_ranking,selected_edge_count,edge_fidelity_passed,edge_sufficiency_error,edge_comprehensiveness,edge_sparsity,edge_top_matches_leave_one_out,edge_rank_spearman,feature_fidelity_passed,feature_sufficiency_error,feature_comprehensiveness,feature_rank_spearman,feature_top_5_jaccard,joint_fidelity_passed,total_graph_effect,total_feature_effect,edge_mask_gradient_ok,feature_mask_gradient_ok,gnnexplainer_feature_top_5,direct_ablation_feature_top_5,community_risk_gnn_rank,community_risk_direct_rank,community_risk_prior_logit_delta,community_risk_prior_score_delta,gnnexplainer_top_event_type,gnnexplainer_top_event_delta,gnnexplainer_top_is_most_recent,all_sampled_events_internal
validation,low_score_fraud,1069626,1,0,0.08541636964002877,1,False,1,True,0.0,0.09766189635337286,0.0,True,,True,0.04164484793801726,0.25438755417531944,0.7306122448979593,0.6666666666666666,True,0.09766189635337286,0.18152069895597656,True,True,F03|F12|F10|F07|F13,F03|F12|F02|F10|F07,27,31,0.0421600341796875,0.003236509420271677,6,-626,True,True
validation,low_score_normal_control,2085609,0,0,0.15020711974936315,3,True,1,True,0.004872757652586768,0.05908195726083976,0.6666666666666667,True,1.0,False,0.07675558683515527,0.3980139420517834,0.7857142857142858,1.0,False,0.01368148493242527,0.3174290271751302,True,True,F07|F03|F08|F12|F10,F03|F08|F12|F07|F10,26,30,0.03243374824523926,0.004093207243136526,4,-338,False,True
validation,low_score_normal_control,1089423,0,0,0.12150047084928754,3,True,1,True,0.017666106100192036,0.030745989961380005,0.6666666666666667,True,1.0,False,0.09711637117980965,0.5648732613758374,0.62296918767507,1.0,False,-0.017317031889975354,0.3365509794681012,True,True,F03|F07|F12|F10|F06,F03|F07|F12|F10|F06,12,13,-0.014068365097045898,-0.0015096444117974478,4,-308,True,True
validation,low_score_normal_control,490544,0,0,0.19838267548320293,1,False,1,False,0.0,-0.041923415853260426,0.0,True,,False,0.1519994078164818,0.5114160180248843,0.7166479820627802,0.6666666666666666,False,-0.041923415853260426,0.339907675820165,True,True,F03|F12|F07|F10|F13,F03|F12|F07|F02|F10,23,31,0.14066922664642334,0.02142582364607437,4,0,True,True
validation,low_score_normal_control,497319,0,0,0.2151834592056273,2,True,1,True,0.015015865678831508,0.09314455524548193,0.5,True,0.9999999999999999,False,0.12557617785696873,0.28792523872708287,0.6450980392156863,0.6666666666666666,False,0.05308231433435273,0.15828763321196104,True,True,F12|F03|F10|F07|F13,F03|F12|F10|F07|F02,6,7,-0.07645964622497559,-0.013193354220314119,4,-490,True,True
validation,low_score_normal_control,1630536,0,0,0.02132269768984523,1,False,1,True,0.0,0.0013236041471373916,0.0,True,,True,0.018932101892329523,0.6097666178471849,0.506079027355623,1.0,True,0.0013236041471373916,0.5169676536135228,True,True,F03|F07|F12|F10|F17-missing,F03|F07|F12|F10|F17-missing,11,10,-0.02130889892578125,-0.00044924025112449625,5,0,True,True
validation,low_score_normal_control,1263965,0,0,0.06737498401895603,1,False,1,False,0.0,-0.006597240983041042,0.0,True,,False,0.0657626336831959,0.548998140285166,0.3069740297636417,1.0,False,-0.006597240983041042,0.45084398520617486,True,True,F03|F07|F10|F17-missing|F16-missing,F03|F07|F10|F17-missing|F16-missing,11,6,-0.08163642883300781,-0.005314416822566934,6,-61,True,True
validation,low_score_normal_control,2723736,0,0,0.2004980145547645,1,False,1,True,0.0,0.038940935856100034,0.0,True,,False,0.0660750043062871,0.3320236043684003,0.8278637770897834,1.0,False,0.038940935856100034,0.3155464468559783,True,True,F03|F07|F10|F12|F17-missing,F03|F07|F10|F17-missing|F12,8,11,-0.026761889457702637,-0.004324294531587031,1,-67,True,True
validation,low_score_normal_control,2661325,0,0,0.15200347444432608,1,False,1,True,0.0,0.019654501384913314,0.0,True,,False,0.13180400924693247,0.5043324049984265,0.4624649859943978,0.6666666666666666,False,0.019654501384913314,0.22234849122840206,True,True,F07|F03|F09|F10|F08,F07|F03|F10|F08|F02,17,31,0.2627476453781128,0.03086795587441976,5,-376,True,True
validation,low_score_normal_control,1718900,0,0,0.006626811883863048,1,False,1,True,0.0,0.00044682953526720137,0.0,True,,True,0.0052971898507478965,0.23140719293992829,0.31562302340290954,0.25,True,0.00044682953526720137,0.24632423486871802,True,True,F03|F07|F11|F13|F14,F03|F07|F06|F08|F12,16,30,0.26274776458740234,0.001523404382609581,4,-669,True,True
validation,low_score_normal_control,2300608,0,0,0.19766268877443866,1,False,1,False,0.0,-0.051913013452420165,0.0,True,,False,0.17139185853459593,0.6177426931933868,0.2542694497153701,0.6666666666666666,False,-0.051913013452420165,0.3406276625289294,True,True,F07|F03|F12|F10|F06,F03|F07|F06|F02|F12,16,29,0.10205209255218506,0.015687038284353555,1,0,True,True
test,high_score_fraud,2767067,1,1,0.9705528867949819,1,False,1,True,0.0,0.1192478657296353,0.0,True,,True,0.025272668608344206,0.7558268760214568,0.3981657179000633,0.6666666666666666,True,0.1192478657296353,0.514493044261128,True,True,F11|F02|F17|F05|community-risk,F11|F17|community-risk|F05|F15,5,3,0.26274776458740234,0.00851291626145012,10,-209,True,True
test,high_score_fraud,2789400,1,1,0.9650746689523217,2,True,2,True,0.0,0.08344513488974448,0.0,False,-0.9999999999999999,True,0.0012350231674345125,0.3743606131399517,0.4395136778115501,0.6666666666666666,True,0.08344513488974448,0.43039776588026646,True,True,community-risk|F02|F17|F11|F05,F11|F17|community-risk|F15|F05,1,3,0.7112326622009277,0.03371530817418633,9,0,True,True
test,high_score_fraud,2806440,1,1,0.9627528259565873,1,False,1,True,0.0,0.1426555740711628,0.0,True,,True,0.03366385584005571,0.7794554645443367,0.30202403542061984,1.0,True,0.1426555740711628,0.5104566737169818,True,True,F11|F17|F05|community-risk|F15,F11|F17|F05|community-risk|F15,4,4,0.26274776458740234,0.010656552108154527,10,-217,True,True
test,high_score_fraud,370356,1,1,0.9486307489042614,1,False,1,True,0.0,0.16496649981529143,0.0,True,,True,0.02986565802852248,0.18805083473976725,0.8043721973094171,0.6666666666666666,True,0.16496649981529143,0.41034039760089336,True,True,F02|community-risk|F17|F01|F11,F11|community-risk|F17|F01|F15,2,2,0.44786500930786133,0.026754645438999414,3,0,True,True
test,high_score_fraud,430401,1,1,0.9321208510461672,1,False,1,True,0.0,0.1665664777045046,0.0,True,,True,0.029034987138265467,0.1677581122318227,0.8144618834080718,0.6666666666666666,True,0.1665664777045046,0.39383049974279916,True,True,F02|F17|F01|F11|F05,F17|F01|F11|F05|F15,7,6,0.13501691818237305,0.009057419891414398,3,0,True,True
test,high_score_fraud,1203925,1,1,0.9297725634148744,1,False,1,True,0.0,0.2101051318374778,0.0,True,,True,0.0026124334738861776,0.43810311922060446,0.3738454059309675,0.6666666666666666,True,0.2101051318374778,0.39148221211150636,True,True,F17|F15|F05|F11|community-risk,F17|F15|F05|F11|F01,5,6,0.2681756019592285,0.019658754518068533,1,0,True,True
test,high_score_fraud,2881250,1,1,0.921970714920642,4,True,3,True,0.029375760408102303,0.05652489621500578,0.25,False,0.3333333333333334,False,0.067547476430878,0.8187923550048477,0.7365470852017938,1.0,False,0.04541513147118603,0.4494933887013461,True,True,F11|F17|community-risk|F05|F15,F11|F17|community-risk|F05|F15,3,3,0.26274776458740234,0.021122806543323658,1,0,False,True
test,high_score_fraud,2415577,1,1,0.9188123229135814,3,True,3,True,0.0,0.1393825621520094,0.0,False,-1.0,True,0.01793319930381232,0.1512353576845269,0.6014573991031391,0.6666666666666666,True,0.1393825621520094,0.3805219716102134,True,True,F02|community-risk|F17|F01|F05,community-risk|F17|F01|F11|F05,2,1,0.4230623245239258,0.037673800816525604,4,0,True,True
test,high_score_fraud,1177911,1,1,0.9150722611555095,1,False,1,True,0.0,0.23025040926255058,0.0,True,,True,0.020666347920037187,0.1997866010123892,0.6704035874439462,0.6666666666666666,True,0.23025040926255058,0.37678190985214155,True,True,F02|F17|F01|F11|F15,F11|F17|F01|F15|F05,11,7,0.041274309158325195,0.0032630728332236902,6,0,True,True
test,high_score_fraud,1022243,1,1,0.9148032463050811,1,False,1,True,0.0,0.20530501696815773,0.0,True,,True,0.02604553711242996,0.17077880389476374,0.6286434977578476,0.6666666666666666,True,0.20530501696815773,0.37651289500171314,True,True,F17|F02|F01|F11|F05,F17|F01|F11|F05|F15,31,33,-0.050873517990112305,-0.003882231754728349,6,0,True,True
test,high_score_normal,2201167,0,1,0.9999999987956099,7,True,1,True,2.214368688413515e-10,3.26183524634871e-13,0.8571428571428572,True,0.0,True,1.204390143172418e-09,0.9972892860638897,0.7561659192825113,1.0,True,-1.5377210615952208e-10,0.47539405540724433,False,True,F11|F17|F15|F15-missing|F05,F11|F17|F15|F15-missing|F05,24,27,-0.04192543029785156,-4.945066578443402e-11,5,0,True,True
test,high_score_normal,1810312,0,1,0.9999999997513178,1,False,1,True,0.0,1.2682921379791878e-10,0.0,True,,True,2.486786332411839e-10,0.9592935672571663,0.8209080717488789,0.6666666666666666,True,1.2682921379791878e-10,0.48916022267353554,False,True,F11|F17|F15|F05|F09,F11|F17|F15|F05|F15-missing,10,11,0.008779525756835938,2.192912518239609e-12,5,-81,True,True
test,high_score_normal,3504493,0,1,0.9999999999813707,1,False,1,True,0.0,0.6496675361271959,0.0,True,,True,1.8629320308605202e-11,0.9999995028058825,0.42258788332086766,1.0,True,0.6496675361271959,0.6964634531359923,True,True,F11|F01|F17|F05|F15-missing,F11|F17|F05|F01|F15-missing,11,26,-0.04192543029785156,-7.649436639667329e-13,5,-530,True,True
test,high_score_normal,1465676,0,1,0.9998043853668619,1,False,1,True,0.0,0.0011141463199392243,0.0,True,,True,0.0001842750792770964,0.7700717638534056,0.3064516129032258,0.1111111111111111,True,0.0011141463199392243,0.5589623209903057,True,True,F11|F16|community-risk|F09|F10,F11|F17|F15|F05|F01,3,8,0.02265167236328125,4.480667681994177e-06,5,-241,True,True
test,high_score_normal,2344650,0,1,0.9994597971611825,3,True,1,True,0.0002513164223875153,0.0001169718186649904,0.6666666666666667,False,0.5,True,0.0006706318023361746,0.8337663813693498,0.10986547085201794,0.1111111111111111,True,0.00026727692338379683,0.578847459985107,True,True,F11|F06|F03|F04|F15-missing,F11|F17|F15|F05|F10,22,22,-0.028809547424316406,-1.533290325306247e-05,5,-161,False,True
test,high_score_normal,3037508,0,1,0.9986214287255575,1,False,1,True,0.0,0.053044949226646376,0.0,True,,True,0.0005762319535205229,0.8815843329159507,0.19848024316109422,0.42857142857142855,True,0.053044949226646376,0.5965844862947678,True,True,F11|F06|F02|F17|F16,F11|F17|F02|F15|F05,18,27,-0.02460956573486328,-3.34669141890398e-05,2,-320,True,True
test,high_score_normal,1838263,0,1,0.9966115953764162,1,False,1,True,0.0,0.2695126239564465,0.0,True,,True,0.0002571562004163308,0.2555342408981074,0.42393665579518475,0.42857142857142855,True,0.2695126239564465,0.4583212440730482,True,True,F11|F17|F02|F06|F01,F11|F17|F01|F05|community-risk,19,5,0.1406688690185547,0.0005098011988907691,5,0,True,True
test,high_score_normal,1662253,0,1,0.9954448226068403,4,True,1,True,0.002904648879977656,0.0005458192838661002,0.75,True,0.7999999999999999,True,0.002415678182102754,0.581818641562835,0.11176470588235295,0.1111111111111111,True,-0.0013447582700850669,0.6156733249287432,True,True,F11|F06|F03|F04|F07,F11|F15|F01|F09|F05,16,7,0.023647785186767578,0.0001084952667190775,4,36,False,True
test,high_score_normal,1039884,0,1,0.9902093353551634,6,True,1,True,0.007351109104495657,1.849310693913253e-06,0.8333333333333334,False,0.3142857142857143,True,0.0014080830977213354,0.8680337894947637,-0.211042600896861,0.25,True,-0.003599091814684763,0.5533433895956493,True,True,F11|F06|F03|F04|F17,F11|F17|F15|F05|F09,11,6,0.050771236419677734,0.0005046694445201005,5,-126,True,True
test,high_score_normal,393775,0,1,0.985569824069592,3,True,2,True,0.007206442213764985,0.0011600343279095648,0.33333333333333337,False,0.5,True,0.0016461337794109188,0.4031970329075244,0.13004484304932734,0.1111111111111111,True,0.002662374332956685,0.4760956450574795,True,True,F11|F03|F06|F09|F08-missing,F11|F15|F05|F17|community-risk,15,5,0.11183023452758789,0.001679914872849353,6,0,True,True
test,low_score_fraud,841612,1,0,0.0009866547759750438,1,False,1,True,0.0,0.0009647504307561672,0.0,True,,True,0.00025926181709623464,0.2503780635325281,0.17058823529411765,0.25,True,0.0009647504307561672,0.25795204867539123,True,True,F03|F07|F04|F06|F11,F03|F07|F08|F10|F09,13,6,-0.11437797546386719,-0.0001194264616306707,5,-650,True,True
test,low_score_fraud,2495407,1,0,0.0027878402060175543,2,True,1,True,0.0007473403808291312,0.000542870220048397,0.5,False,-0.9999999999999999,True,0.001551671962378376,0.5361125512345285,0.3982623318385651,0.42857142857142855,True,0.00016964774276184702,0.5259365954430552,True,True,F03|F07|F04|F11|F10,F03|F07|F10|F17-missing|F16-missing,16,7,-0.06103372573852539,-0.00017493223489443294,6,280,True,True
test,low_score_fraud,3015378,1,0,0.03572770261030582,2,True,1,True,2.058631890056173e-05,2.0696368209893734e-05,0.5,True,0.9999999999999999,True,0.030047990044241857,0.8367452125993515,0.2838905775075987,1.0,True,-0.018186889008427243,0.5024136557678129,True,True,F03|F12|F06|F13|F07,F03|F12|F06|F13|F07,8,10,-0.005235195159912109,-0.00018079795949235006,6,-1,True,True
test,low_score_fraud,2874025,1,0,0.04660438347184318,3,True,1,True,0.013089474816812663,0.0031164201356944643,0.6666666666666667,False,0.5,True,0.046541849618095044,0.789172798883394,0.2049306625577812,0.6666666666666666,True,-0.006693315448888848,0.449369823278955,True,True,F03|F07|F09|F10|F06,F03|F07|F10|F09|F08,22,7,-0.028209209442138672,-0.0012695566540961364,5,0,False,True
test,low_score_fraud,2883731,1,0,0.061867267370652616,3,True,1,True,0.007725264670683463,0.0009758104986157257,0.6666666666666667,False,-1.0,False,0.057028107715182186,0.6841848276305451,0.11416824794433901,0.6666666666666666,False,-0.004812290732193025,0.443060672047596,True,True,F03|F07|F08|F10|F04,F03|F07|F10|F08|F12,15,6,-0.07872152328491211,-0.004729660251869293,4,0,False,True
test,low_score_fraud,2687475,1,0,0.06837438580488822,5,True,4,True,0.0014948833194404765,0.03801180593728182,0.19999999999999996,False,-0.8999999999999998,False,0.0664355128230043,0.5936975570990836,0.3713565022421525,0.6666666666666666,False,-0.018776698641649325,0.4619738377125443,True,True,F03|F07|F08|F09|F10,F03|F07|F08|F02|F10,25,16,-0.011732816696166992,-0.0007511679888330541,5,0,True,True
test,low_score_fraud,2130310,1,0,0.07451087927922333,3,True,1,True,0.006094078896319521,0.10477055509516497,0.6666666666666667,True,0.5,False,0.059587771698543235,0.4244996877029865,0.7200784386311785,1.0,False,0.033411568404314695,0.3138333659507737,True,True,F07|F03|F10|F08|community-risk,F03|F07|F10|community-risk|F08,5,4,-0.15255069732666016,-0.011226690661105862,6,-549,False,True
test,low_score_fraud,209710,1,0,0.07657312027149192,2,True,1,True,0.003317533777208559,0.16521639899328466,0.5,True,0.9999999999999999,False,0.05417713418942627,0.4533290973456654,0.6855381165919282,0.6666666666666666,False,0.07357256574672111,0.2430008412764999,True,True,F03|F07|F10|F12|F04,F03|F07|F10|F12|F08,13,12,-0.02358841896057129,-0.0016846778972906817,4,-637,True,True
test,low_score_fraud,3171909,1,0,0.09125151214871922,2,True,2,True,0.0,0.003729604774514783,0.0,True,1.0,True,0.047672263663338876,0.4519325989210955,0.8141816143497758,1.0,True,0.003729604774514783,0.3418395829940246,True,True,F03|F12|F07|F08|F10,F03|F12|F07|F08|F10,6,7,-0.09186029434204102,-0.007908885135784152,1,-257,True,True
test,low_score_fraud,2278369,1,0,0.09287292785785148,2,True,1,True,0.00397353067161077,0.06954372331319092,0.5,True,0.9999999999999999,False,0.08405760757786307,0.6074923377316276,0.3286127167630058,1.0,False,0.023484864857994836,0.2728406338778049,True,True,F03|F12|F07|F10|F06,F03|F12|F07|F06|F10,18,30,0.10205221176147461,0.008247809787889637,5,-520,True,True
test,low_score_normal_control,1785229,0,0,0.07859780525739316,7,True,2,True,0.013972325584067025,0.001452359103106482,0.7142857142857143,False,0.1785714285714286,False,0.052344022179917515,0.3557412143164883,0.8162464985994399,1.0,True,0.08255289674602861,0.2497088231943877,True,True,F03|F12|F10|F07|F08,F03|F12|F10|F07|F08,9,9,-0.04192519187927246,-0.00309037653674607,4,-380,False,True
