split,pair_id,pair_order,error_cohort,target_role,cohort,selection_stratum,node_id,matched_node_id,label,predicted_class,fraud_logit,fraud_score,distance_to_threshold,in_degree,log1p_degree,sampled_event_count,score_bin,batch_key,match_score_bin_delta,match_score_delta,match_log1p_degree_delta,match_event_count_delta
validation,validation_fp_10,10,FP,control,TP,matched_high_confidence,2961442,1942636,1,1,3.428776741027832,0.9685918688774109,0.21120446920394897,3,1.3862943611198906,3,9,validation_target_2961442,0,0.03139561414718628,0.0,0
validation,validation_fp_11,11,FP,error,FP,high_confidence,333139,2707134,0,1,6.936729907989502,0.9990295171737671,0.24164211750030518,3,1.3862943611198906,3,9,validation_target_333139,0,0.0475652813911438,0.0,0
validation,validation_fp_11,11,FP,control,TP,matched_high_confidence,2707134,333139,1,1,2.975700616836548,0.9514642357826233,0.19407683610916138,3,1.3862943611198906,3,9,validation_target_2707134,0,0.0475652813911438,0.0,0
validation,validation_fp_12,12,FP,error,FP,high_confidence,920517,1263449,0,1,5.38275146484375,0.9954258799552917,0.23803848028182983,1,0.6931471805599453,1,9,validation_target_920517,0,0.03857588768005371,0.0,0
validation,validation_fp_12,12,FP,control,TP,matched_high_confidence,1263449,920517,1,1,3.098963975906372,0.956849992275238,0.19946259260177612,1,0.6931471805599453,1,9,validation_target_1263449,0,0.03857588768005371,0.0,0
validation,validation_fp_13,13,FP,error,FP,high_confidence,945475,2522099,0,1,5.287256717681885,0.9949697852134705,0.23758238554000854,2,1.0986122886681098,2,9,validation_target_945475,0,0.08025121688842773,0.0,0
validation,validation_fp_13,13,FP,control,TP,matched_high_confidence,2522099,945475,1,1,2.3726603984832764,0.9147185683250427,0.1573311686515808,2,1.0986122886681098,2,9,validation_target_2522099,0,0.08025121688842773,0.0,0
validation,validation_fp_14,14,FP,error,FP,high_confidence,1333573,822922,0,1,4.590527057647705,0.9899544715881348,0.23256707191467285,1,0.6931471805599453,1,9,validation_target_1333573,0,0.06573832035064697,0.0,0
validation,validation_fp_14,14,FP,control,TP,matched_high_confidence,822922,1333573,1,1,2.501060962677002,0.9242161512374878,0.16682875156402588,1,0.6931471805599453,1,9,validation_target_822922,0,0.06573832035064697,0.0,0
validation,validation_fp_15,15,FP,error,FP,high_confidence,1193243,1865366,0,1,4.440333366394043,0.9883453845977783,0.2309579849243164,1,0.6931471805599453,1,9,validation_target_1193243,0,0.06670922040939331,0.0,0
validation,validation_fp_15,15,FP,control,TP,matched_high_confidence,1865366,1193243,1,1,2.4647881984710693,0.921636164188385,0.1642487645149231,1,0.6931471805599453,1,9,validation_target_1865366,0,0.06670922040939331,0.0,0
validation,validation_fp_16,16,FP,error,FP,high_confidence,759199,910419,0,1,4.077491760253906,0.983332633972168,0.22594523429870605,1,0.6931471805599453,1,9,validation_target_759199,0,0.06304788589477539,0.0,0
validation,validation_fp_16,16,FP,control,TP,matched_high_confidence,910419,759199,1,1,2.4462215900421143,0.9202847480773926,0.16289734840393066,1,0.6931471805599453,1,9,validation_target_910419,0,0.06304788589477539,0.0,0
validation,validation_fp_17,17,FP,error,FP,high_confidence,2948849,1445319,0,1,3.8039391040802,0.9782028794288635,0.2208154797554016,1,0.6931471805599453,1,9,validation_target_2948849,0,0.061866700649261475,0.0,0
validation,validation_fp_17,17,FP,control,TP,matched_high_confidence,1445319,2948849,1,1,2.3935763835906982,0.916336178779602,0.15894877910614014,1,0.6931471805599453,1,9,validation_target_1445319,0,0.061866700649261475,0.0,0
validation,validation_fp_18,18,FP,error,FP,high_confidence,2795031,1437987,0,1,3.744652509689331,0.9769022464752197,0.2195148468017578,1,0.6931471805599453,1,9,validation_target_2795031,0,0.0658029317855835,0.0,0
validation,validation_fp_18,18,FP,control,TP,matched_high_confidence,1437987,2795031,1,1,2.3271327018737793,0.9110993146896362,0.15371191501617432,1,0.6931471805599453,1,9,validation_target_1437987,0,0.0658029317855835,0.0,0
validation,validation_fp_19,19,FP,error,FP,high_confidence,131031,2818504,0,1,3.740255832672119,0.9768028259277344,0.21941542625427246,1,0.6931471805599453,1,9,validation_target_131031,0,0.06673789024353027,0.0,0
validation,validation_fp_19,19,FP,control,TP,matched_high_confidence,2818504,131031,1,1,2.3144278526306152,0.9100649356842041,0.1526775360107422,1,0.6931471805599453,1,9,validation_target_2818504,0,0.06673789024353027,0.0,0
validation,validation_fn_00,0,FN,error,FN,near_threshold,1176633,1622328,1,0,1.1369785070419312,0.7571244239807129,0.00026297569274902344,2,1.0986122886681098,2,7,validation_target_1176633,0,1.3113021850585938e-06,0.0,0
validation,validation_fn_00,0,FN,control,TN,matched_near_threshold,1622328,1176633,0,0,1.1369856595993042,0.757125735282898,0.00026166439056396484,2,1.0986122886681098,2,7,validation_target_1622328,0,1.3113021850585938e-06,0.0,0
validation,validation_fn_01,1,FN,error,FN,near_threshold,1303348,285932,1,0,1.1367374658584595,0.757080078125,0.00030732154846191406,2,1.0986122886681098,2,7,validation_target_1303348,0,2.3245811462402344e-06,0.0,0
validation,validation_fn_01,1,FN,control,TN,matched_near_threshold,285932,1303348,0,0,1.1367497444152832,0.7570824027061462,0.00030499696731567383,2,1.0986122886681098,2,7,validation_target_285932,0,2.3245811462402344e-06,0.0,0
validation,validation_fn_02,2,FN,error,FN,near_threshold,1052126,1082006,1,0,1.136393666267395,0.7570168972015381,0.0003705024719238281,1,0.6931471805599453,1,7,validation_target_1052126,0,5.245208740234375e-06,0.0,0
validation,validation_fn_02,2,FN,control,TN,matched_near_threshold,1082006,1052126,0,0,1.1363651752471924,0.7570116519927979,0.0003757476806640625,1,0.6931471805599453,1,7,validation_target_1082006,0,5.245208740234375e-06,0.0,0
validation,validation_fn_03,3,FN,error,FN,near_threshold,2991540,929305,1,0,1.1346267461776733,0.7566916942596436,0.0006957054138183594,2,1.0986122886681098,2,7,validation_target_2991540,0,6.556510925292969e-07,0.0,0
validation,validation_fn_03,3,FN,control,TN,matched_near_threshold,929305,2991540,0,0,1.1346229314804077,0.756691038608551,0.0006963610649108887,2,1.0986122886681098,2,7,validation_target_929305,0,6.556510925292969e-07,0.0,0
validation,validation_fn_04,4,FN,error,FN,near_threshold,1376486,844500,1,0,1.1343681812286377,0.7566441297531128,0.0007432699203491211,2,1.0986122886681098,2,7,validation_target_1376486,0,2.7477741241455078e-05,0.0,0
validation,validation_fn_04,4,FN,control,TN,matched_near_threshold,844500,1376486,0,0,1.1345174312591553,0.7566716074943542,0.000715792179107666,2,1.0986122886681098,2,7,validation_target_844500,0,2.7477741241455078e-05,0.0,0
validation,validation_fn_05,5,FN,error,FN,near_threshold,596238,2586237,1,0,1.133751630783081,0.7565305829048157,0.0008568167686462402,4,1.6094379124341003,4,7,validation_target_596238,0,0.0001653432846069336,0.0,0
validation,validation_fn_05,5,FN,control,TN,matched_near_threshold,2586237,596238,0,0,1.1328543424606323,0.7563652396202087,0.0010221600532531738,4,1.6094379124341003,4,7,validation_target_2586237,0,0.0001653432846069336,0.0,0
validation,validation_fn_06,6,FN,error,FN,near_threshold,2368058,868027,1,0,1.132928490638733,0.7563788890838623,0.0010085105895996094,4,1.6094379124341003,4,7,validation_target_2368058,0,5.0067901611328125e-05,0.0,0
validation,validation_fn_06,6,FN,control,TN,matched_near_threshold,868027,2368058,0,0,1.132656455039978,0.756328821182251,0.0010585784912109375,4,1.6094379124341003,4,7,validation_target_868027,0,5.0067901611328125e-05,0.0,0
validation,validation_fn_07,7,FN,error,FN,near_threshold,875125,1740646,1,0,1.1324448585510254,0.7562898397445679,0.001097559928894043,2,1.0986122886681098,2,7,validation_target_875125,0,1.4007091522216797e-05,0.0,0
validation,validation_fn_07,7,FN,control,TN,matched_near_threshold,1740646,875125,0,0,1.132369041442871,0.7562758326530457,0.0011115670204162598,2,1.0986122886681098,2,7,validation_target_1740646,0,1.4007091522216797e-05,0.0,0
validation,validation_fn_08,8,FN,error,FN,near_threshold,1906486,1966560,1,0,1.1324440240859985,0.7562897205352783,0.0010976791381835938,1,0.6931471805599453,1,7,validation_target_1906486,0,1.3709068298339844e-06,0.0,0
validation,validation_fn_08,8,FN,control,TN,matched_near_threshold,1966560,1906486,0,0,1.132436752319336,0.7562883496284485,0.0010990500450134277,1,0.6931471805599453,1,7,validation_target_1966560,0,1.3709068298339844e-06,0.0,0
validation,validation_fn_09,9,FN,error,FN,near_threshold,2432595,873319,1,0,1.1315388679504395,0.7561228275299072,0.0012645721435546875,1,0.6931471805599453,1,7,validation_target_2432595,0,6.794929504394531e-06,0.0,0
validation,validation_fn_09,9,FN,control,TN,matched_near_threshold,873319,2432595,0,0,1.1315761804580688,0.7561296224594116,0.001257777214050293,1,0.6931471805599453,1,7,validation_target_873319,0,6.794929504394531e-06,0.0,0
validation,validation_fn_10,10,FN,error,FN,high_confidence,2636796,151695,1,0,-4.614088535308838,0.009813944809138775,0.7475734548643231,1,0.6931471805599453,1,0,validation_target_2636796,0,3.657117486000061e-05,0.0,0
validation,validation_fn_10,10,FN,control,TN,matched_high_confidence,151695,2636796,0,0,-4.61785888671875,0.009777373634278774,0.7476100260391831,1,0.6931471805599453,1,0,validation_target_151695,0,3.657117486000061e-05,0.0,0
validation,validation_fn_11,11,FN,error,FN,high_confidence,675905,1862135,1,0,-3.8477437496185303,0.02088242769241333,0.7365049719810486,5,1.791759469228055,5,0,validation_target_675905,0,3.0063092708587646e-05,0.0,0
validation,validation_fn_11,11,FN,control,TN,matched_high_confidence,1862135,675905,0,0,-3.8462743759155273,0.020912490785121918,0.73647490888834,5,1.791759469228055,5,0,validation_target_1862135,0,3.0063092708587646e-05,0.0,0
validation,validation_fn_12,12,FN,error,FN,high_confidence,2122757,284653,1,0,-3.523183822631836,0.028659731149673462,0.7287276685237885,3,1.3862943611198906,3,0,validation_target_2122757,0,1.387670636177063e-05,0.0,0
validation,validation_fn_12,12,FN,control,TN,matched_high_confidence,284653,2122757,0,0,-3.5236823558807373,0.02864585444331169,0.7287415452301502,3,1.3862943611198906,3,0,validation_target_284653,0,1.387670636177063e-05,0.0,0
validation,validation_fn_13,13,FN,error,FN,high_confidence,740442,986882,1,0,-3.3893189430236816,0.03263094648718834,0.7247564531862736,2,1.0986122886681098,2,0,validation_target_740442,0,8.140131831169128e-05,0.0,0
validation,validation_fn_13,13,FN,control,TN,matched_high_confidence,986882,740442,0,0,-3.3919007778167725,0.03254954516887665,0.7248378545045853,2,1.0986122886681098,2,0,validation_target_986882,0,8.140131831169128e-05,0.0,0
validation,validation_fn_14,14,FN,error,FN,high_confidence,2287558,2195919,1,0,-3.2768242359161377,0.03637486696243286,0.721012532711029,8,2.1972245773362196,8,0,validation_target_2287558,0,6.426125764846802e-06,0.0,0
validation,validation_fn_14,14,FN,control,TN,matched_high_confidence,2195919,2287558,0,0,-3.2766408920288086,0.03638129308819771,0.7210061065852642,8,2.1972245773362196,8,0,validation_target_2195919,0,6.426125764846802e-06,0.0,0
validation,validation_fn_15,15,FN,error,FN,high_confidence,1564995,607169,1,0,-2.9127206802368164,0.05152830854058266,0.7058590911328793,1,0.6931471805599453,1,0,validation_target_1564995,0,4.362314939498901e-06,0.0,0
validation,validation_fn_15,15,FN,control,TN,matched_high_confidence,607169,1564995,0,0,-2.9126312732696533,0.051532670855522156,0.7058547288179398,1,0.6931471805599453,1,0,validation_target_607169,0,4.362314939498901e-06,0.0,0
validation,validation_fn_16,16,FN,error,FN,high_confidence,52719,1564411,1,0,-2.803556442260742,0.0571322962641716,0.7002551034092903,3,1.3862943611198906,3,0,validation_target_52719,0,1.4901161193847656e-07,0.0,0
validation,validation_fn_16,16,FN,control,TN,matched_high_confidence,1564411,52719,0,0,-2.803553581237793,0.05713244527578354,0.7002549543976784,3,1.3862943611198906,3,0,validation_target_1564411,0,1.4901161193847656e-07,0.0,0
validation,validation_fn_17,17,FN,error,FN,high_confidence,2805025,1736604,1,0,-2.5285258293151855,0.07388245314359665,0.6835049465298653,7,2.0794415416798357,7,0,validation_target_2805025,0,0.00010091066360473633,0.0,0
validation,validation_fn_17,17,FN,control,TN,matched_high_confidence,1736604,2805025,0,0,-2.5270519256591797,0.07398336380720139,0.6834040358662605,7,2.0794415416798357,7,0,validation_target_1736604,0,0.00010091066360473633,0.0,0
validation,validation_fn_18,18,FN,error,FN,high_confidence,2165937,2022801,1,0,-2.5111610889434814,0.07507944107055664,0.6823079586029053,4,1.6094379124341003,4,0,validation_target_2165937,0,4.2788684368133545e-05,0.0,0
validation,validation_fn_18,18,FN,control,TN,matched_high_confidence,2022801,2165937,0,0,-2.511777400970459,0.07503665238618851,0.6823507472872734,4,1.6094379124341003,4,0,validation_target_2022801,0,4.2788684368133545e-05,0.0,0
validation,validation_fn_19,19,FN,error,FN,high_confidence,1069626,3391271,1,0,-2.3709311485290527,0.08541636914014816,0.6719710305333138,1,0.6931471805599453,1,0,validation_target_1069626,0,2.203136682510376e-05,0.0,0
validation,validation_fn_19,19,FN,control,TN,matched_high_confidence,3391271,1069626,0,0,-2.37121319770813,0.08539433777332306,0.6719930619001389,1,0.6931471805599453,1,0,validation_target_3391271,0,2.203136682510376e-05,0.0,0
test,test_fp_00,0,FP,error,FP,near_threshold,1549057,2815435,0,1,1.138482689857483,0.7574009895324707,1.3589859008789062e-05,3,1.3862943611198906,3,7,test_target_1549057,0,0.0007867813110351562,0.0,0
test,test_fp_00,0,FP,control,TP,matched_near_threshold,2815435,1549057,1,1,1.1427698135375977,0.7581877708435059,0.0008003711700439453,3,1.3862943611198906,3,7,test_target_2815435,0,0.0007867813110351562,0.0,0
test,test_fp_01,1,FP,error,FP,near_threshold,999457,1585285,0,1,1.1384928226470947,0.7574028372764587,1.5437602996826172e-05,1,0.6931471805599453,1,7,test_target_999457,0,0.0005828738212585449,0.0,0
test,test_fp_01,1,FP,control,TP,matched_near_threshold,1585285,999457,1,1,1.1416678428649902,0.7579857110977173,0.0005983114242553711,1,0.6931471805599453,1,7,test_target_1585285,0,0.0005828738212585449,0.0,0
test,test_fp_02,2,FP,error,FP,near_threshold,290147,2159682,0,1,1.1385046243667603,0.7574049830436707,1.7583370208740234e-05,2,1.0986122886681098,2,7,test_target_290147,0,0.00029206275939941406,0.0,0
test,test_fp_02,2,FP,control,TP,matched_near_threshold,2159682,290147,1,1,1.1400948762893677,0.7576970458030701,0.0003096461296081543,2,1.0986122886681098,2,7,test_target_2159682,0,0.00029206275939941406,0.0,0
test,test_fp_03,3,FP,error,FP,near_threshold,1445841,623179,0,1,1.1385111808776855,0.7574061751365662,1.8775463104248047e-05,2,1.0986122886681098,2,7,test_target_1445841,0,0.0016778111457824707,0.0,0
test,test_fp_03,3,FP,control,TP,matched_near_threshold,623179,1445841,1,1,1.1476637125015259,0.7590839862823486,0.0016965866088867188,2,1.0986122886681098,2,7,test_target_623179,0,0.0016778111457824707,0.0,0
test,test_fp_04,4,FP,error,FP,near_threshold,1961674,569724,0,1,1.1385722160339355,0.7574173808097839,2.9981136322021484e-05,1,0.6931471805599453,1,7,test_target_1961674,0,0.0005784034729003906,0.0,0
test,test_fp_04,4,FP,control,TP,matched_near_threshold,569724,1961674,1,1,1.141722559928894,0.7579957842826843,0.0006083846092224121,1,0.6931471805599453,1,7,test_target_569724,0,0.0005784034729003906,0.0,0
test,test_fp_05,5,FP,error,FP,near_threshold,332224,2555935,0,1,1.1385923624038696,0.75742107629776,3.36766242980957e-05,1,0.6931471805599453,1,7,test_target_332224,0,0.0008491873741149902,0.0,0
test,test_fp_05,5,FP,control,TP,matched_near_threshold,2555935,332224,1,1,1.1432195901870728,0.758270263671875,0.0008828639984130859,1,0.6931471805599453,1,7,test_target_2555935,0,0.0008491873741149902,0.0,0
test,test_fp_06,6,FP,error,FP,near_threshold,116311,821295,0,1,1.1386088132858276,0.7574241757392883,3.6776065826416016e-05,2,1.0986122886681098,2,7,test_target_116311,0,0.0029691457748413086,0.0,0
test,test_fp_06,6,FP,control,TP,matched_near_threshold,821295,116311,1,1,1.1548370122909546,0.7603933215141296,0.0030059218406677246,2,1.0986122886681098,2,7,test_target_821295,0,0.0029691457748413086,0.0,0
test,test_fp_07,7,FP,error,FP,near_threshold,140782,181485,0,1,1.1386150121688843,0.7574252486228943,3.784894943237305e-05,2,1.0986122886681098,2,7,test_target_140782,0,0.0034170150756835938,0.0,0
test,test_fp_07,7,FP,control,TP,matched_near_threshold,181485,140782,1,1,1.157302737236023,0.7608422636985779,0.003454864025115967,2,1.0986122886681098,2,7,test_target_181485,0,0.0034170150756835938,0.0,0
test,test_fp_08,8,FP,error,FP,near_threshold,2074646,2338049,0,1,1.138641595840454,0.7574301362037659,4.273653030395508e-05,1,0.6931471805599453,1,7,test_target_2074646,0,0.001062929630279541,0.0,0
test,test_fp_08,8,FP,control,TP,matched_near_threshold,2338049,2074646,1,1,1.1444355249404907,0.7584930658340454,0.001105666160583496,1,0.6931471805599453,1,7,test_target_2338049,0,0.001062929630279541,0.0,0
test,test_fp_09,9,FP,error,FP,near_threshold,381669,1831693,0,1,1.138658881187439,0.757433295249939,4.589557647705078e-05,4,1.6094379124341003,4,7,test_target_381669,0,0.00019681453704833984,0.0,0
test,test_fp_09,9,FP,control,TP,matched_near_threshold,1831693,381669,1,1,1.139730453491211,0.7576301097869873,0.00024271011352539062,4,1.6094379124341003,4,7,test_target_1831693,0,0.00019681453704833984,0.0,0
test,test_fp_10,10,FP,error,FP,high_confidence,1810312,2767067,0,1,22.114843368530273,1.0,0.24261260032653809,1,0.6931471805599453,1,9,test_target_1810312,0,0.02944713830947876,0.0,0
test,test_fp_10,10,FP,control,TP,matched_high_confidence,2767067,1810312,1,1,3.495270013809204,0.9705528616905212,0.21316546201705933,1,0.6931471805599453,1,9,test_target_2767067,0,0.02944713830947876,0.0,0
test,test_fp_11,11,FP,error,FP,high_confidence,2201167,2881250,0,1,20.53729248046875,1.0,0.24261260032653809,7,2.0794415416798357,7,9,test_target_2201167,0,0.07802927494049072,0.47000362924573547,3
test,test_fp_11,11,FP,control,TP,matched_high_confidence,2881250,2201167,1,1,2.4694292545318604,0.9219707250595093,0.16458332538604736,4,1.6094379124341003,4,9,test_target_2881250,0,0.07802927494049072,0.47000362924573547,3
test,test_fp_12,12,FP,error,FP,high_confidence,3504493,2806440,0,1,24.706287384033203,1.0,0.24261260032653809,1,0.6931471805599453,1,9,test_target_3504493,0,0.0372471809387207,0.0,0
test,test_fp_12,12,FP,control,TP,matched_high_confidence,2806440,3504493,1,1,3.252220392227173,0.9627528190612793,0.20536541938781738,1,0.6931471805599453,1,9,test_target_2806440,0,0.0372471809387207,0.0,0
test,test_fp_13,13,FP,error,FP,high_confidence,1465676,370356,0,1,8.539168357849121,0.9998044371604919,0.24241703748703003,1,0.6931471805599453,1,9,test_target_1465676,0,0.05117368698120117,0.0,0
test,test_fp_13,13,FP,control,TP,matched_high_confidence,370356,1465676,1,1,2.915980339050293,0.9486307501792908,0.19124335050582886,1,0.6931471805599453,1,9,test_target_370356,0,0.05117368698120117,0.0,0
test,test_fp_14,14,FP,error,FP,high_confidence,2344650,2415577,0,1,7.5230255126953125,0.9994598031044006,0.24207240343093872,3,1.3862943611198906,3,9,test_target_2344650,0,0.08064746856689453,0.0,0
test,test_fp_14,14,FP,control,TP,matched_high_confidence,2415577,2344650,1,1,2.426318407058716,0.9188123345375061,0.1614249348640442,3,1.3862943611198906,3,9,test_target_2415577,0,0.08064746856689453,0.0,0
test,test_fp_15,15,FP,error,FP,high_confidence,3037508,430401,0,1,6.585328102111816,0.9986214637756348,0.24123406410217285,1,0.6931471805599453,1,9,test_target_3037508,0,0.06650054454803467,0.0,0
test,test_fp_15,15,FP,control,TP,matched_high_confidence,430401,3037508,1,1,2.6197335720062256,0.9321209192276001,0.17473351955413818,1,0.6931471805599453,1,9,test_target_430401,0,0.06650054454803467,0.0,0
test,test_fp_16,16,FP,error,FP,high_confidence,1838263,1203925,0,1,5.68400239944458,0.9966115355491638,0.2392241358757019,1,0.6931471805599453,1,9,test_target_1838263,0,0.06683897972106934,0.0,0
test,test_fp_16,16,FP,control,TP,matched_high_confidence,1203925,1838263,1,1,2.5832009315490723,0.9297725558280945,0.17238515615463257,1,0.6931471805599453,1,9,test_target_1203925,0,0.06683897972106934,0.0,0
test,test_fp_17,17,FP,error,FP,high_confidence,1662253,2524310,0,1,5.386925220489502,0.9954448938369751,0.23805749416351318,4,1.6094379124341003,4,9,test_target_1662253,0,0.09002798795700073,0.0,0
test,test_fp_17,17,FP,control,TP,matched_high_confidence,2524310,1662253,1,1,2.2589168548583984,0.9054169058799744,0.14802950620651245,4,1.6094379124341003,4,9,test_target_2524310,0,0.09002798795700073,0.0,0
test,test_fp_18,18,FP,error,FP,high_confidence,1039884,2789400,0,1,4.6164870262146,0.9902093410491943,0.23282194137573242,6,1.9459101490553132,6,9,test_target_1039884,0,0.025134623050689697,0.8472978603872034,4
test,test_fp_18,18,FP,control,TP,matched_high_confidence,2789400,1039884,1,1,3.318993091583252,0.9650747179985046,0.20768731832504272,2,1.0986122886681098,2,9,test_target_2789400,0,0.025134623050689697,0.8472978603872034,4
test,test_fp_19,19,FP,error,FP,high_confidence,393775,261815,0,1,4.223898410797119,0.9855698943138123,0.22818249464035034,3,1.3862943611198906,3,9,test_target_393775,0,0.07185786962509155,0.2876820724517808,1
test,test_fp_19,19,FP,control,TP,matched_high_confidence,261815,393775,1,1,2.3598246574401855,0.9137120246887207,0.1563246250152588,2,1.0986122886681098,2,9,test_target_261815,0,0.07185786962509155,0.2876820724517808,1
test,test_fn_00,0,FN,error,FN,near_threshold,2832384,1526472,1,0,1.1368542909622192,0.7571015954017639,0.00028580427169799805,2,1.0986122886681098,2,7,test_target_2832384,0,1.0192394256591797e-05,0.0,0
test,test_fn_00,0,FN,control,TN,matched_near_threshold,1526472,2832384,0,0,1.1369096040725708,0.7571117877960205,0.00027561187744140625,2,1.0986122886681098,2,7,test_target_1526472,0,1.0192394256591797e-05,0.0,0
test,test_fn_01,1,FN,error,FN,near_threshold,1439634,1411155,1,0,1.1365114450454712,0.7570385336875916,0.00034886598587036133,1,0.6931471805599453,1,7,test_target_1439634,0,1.2516975402832031e-05,0.0,0
test,test_fn_01,1,FN,control,TN,matched_near_threshold,1411155,1439634,0,0,1.1364428997039795,0.7570260167121887,0.00036138296127319336,1,0.6931471805599453,1,7,test_target_1411155,0,1.2516975402832031e-05,0.0,0
test,test_fn_02,2,FN,error,FN,near_threshold,2349522,1703491,1,0,1.135722279548645,0.7568933367729187,0.0004940629005432129,2,1.0986122886681098,2,7,test_target_2349522,0,1.6093254089355469e-06,0.0,0
test,test_fn_02,2,FN,control,TN,matched_near_threshold,1703491,2349522,0,0,1.13571298122406,0.7568917274475098,0.0004956722259521484,2,1.0986122886681098,2,7,test_target_1703491,0,1.6093254089355469e-06,0.0,0
