split,cohort,cohort_order,node_id,label,fraud_score,in_degree,community_id,community_risk,community_size_feature,matched_reference_node_id,matching_distance,edge_explanation_unavailable
validation,low_score_normal_control,8,1718900,0,0.006626815069466829,1,52,3.0715558528900146,1.1272461414337158,2795031.0,0.0,False
validation,low_score_normal_control,9,2300608,0,0.19766269624233246,1,831,1.200743317604065,-0.23868519067764282,131031.0,0.0,False
test,high_score_fraud,0,2767067,1,0.9705528616905212,1,52,3.0715558528900146,1.1272461414337158,,,False
test,high_score_fraud,1,2789400,1,0.9650747179985046,2,54,8.292803764343262,1.4133745431900024,,,False
test,high_score_fraud,2,2806440,1,0.9627528190612793,1,52,3.0715558528900146,1.1272461414337158,,,False
test,high_score_fraud,3,370356,1,0.9486307501792908,1,603,5.226684093475342,-6.02728271484375,,,False
test,high_score_fraud,4,430401,1,0.9321209192276001,1,881,1.584517240524292,-0.3157927691936493,,,False
test,high_score_fraud,5,1203925,1,0.9297725558280945,1,1279,3.1347455978393555,0.2848307192325592,,,False
test,high_score_fraud,6,2881250,1,0.9219707250595093,4,52,3.0715558528900146,1.1272461414337158,,,False
test,high_score_fraud,7,2415577,1,0.9188123345375061,3,286,4.937931537628174,-0.2608962655067444,,,False
test,high_score_fraud,8,1177911,1,0.9150722026824951,1,803,0.4931696951389313,-0.3038356900215149,,,False
test,high_score_fraud,9,1022243,1,0.9148032069206238,1,862,-0.5796144604682922,-0.46578627824783325,,,False
test,high_score_normal,0,2201167,0,1.0,7,1276,-0.4754377603530884,0.440713495016098,,,False
test,high_score_normal,1,1810312,0,1.0,1,1005,0.1148710623383522,-0.7911284565925598,,,False
test,high_score_normal,2,3504493,0,1.0,1,1276,-0.4754377603530884,0.440713495016098,,,False
test,high_score_normal,3,1465676,0,0.9998044371604919,1,289,0.276370644569397,-0.41615983843803406,,,False
test,high_score_normal,4,2344650,0,0.9994598031044006,3,1219,-0.32274070382118225,-0.06575383991003036,,,False
test,high_score_normal,5,3037508,0,0.9986214637756348,1,1663,-0.2738487422466278,0.6857413649559021,,,False
test,high_score_normal,6,1838263,0,0.9966115355491638,1,475,1.6503223180770874,-0.6419421434402466,,,False
test,high_score_normal,7,1662253,0,0.9954448938369751,4,356,0.28796151280403137,0.08273497968912125,,,False
test,high_score_normal,8,1039884,0,0.9902093410491943,6,673,0.6037346720695496,-0.948314368724823,,,False
test,high_score_normal,9,393775,0,0.9855698943138123,3,1520,1.3145822286605835,-0.5551308393478394,,,False
test,low_score_fraud,0,841612,1,0.0009866547770798206,1,201,-1.3189301490783691,-0.4634535610675812,,,False
test,low_score_fraud,1,2495407,1,0.002787840086966753,2,828,-0.6978931427001953,1.5224554538726807,,,False
test,low_score_fraud,2,3015378,1,0.03572770208120346,2,558,-0.04829346761107445,-0.45182329416275024,,,False
test,low_score_fraud,3,2874025,1,0.04660438373684883,3,1145,-0.31575700640678406,3.4706783294677734,,,False
test,low_score_fraud,4,2883731,1,0.06186727061867714,3,1037,-0.9038186073303223,-0.10598983615636826,,,False
test,low_score_fraud,5,2687475,1,0.0683743804693222,5,1057,-0.12393922358751297,0.3947083055973053,,,False
test,low_score_fraud,6,2130310,1,0.07451087981462479,3,1184,-1.7633363008499146,-0.3038356900215149,,,False
test,low_score_fraud,7,209710,1,0.07657310366630554,2,191,-0.26196131110191345,-0.5563473105430603,,,False
test,low_score_fraud,8,3171909,1,0.09125149250030518,2,723,-1.0567790269851685,-0.20009276270866394,,,False
test,low_score_fraud,9,2278369,1,0.09287292510271072,2,274,1.200743317604065,-0.3676318824291229,,,False
test,low_score_normal_control,0,1785229,0,0.07859780639410019,7,1276,-0.4754377603530884,0.440713495016098,2201167.0,0.0,False
test,low_score_normal_control,1,198081,0,0.050187401473522186,1,80,-0.2336280345916748,-0.7911284565925598,1810312.0,0.0,False
test,low_score_normal_control,2,2171103,0,0.09572037309408188,1,1276,-0.4754377603530884,0.440713495016098,3504493.0,0.0,False
test,low_score_normal_control,3,1339329,0,0.1965532898902893,1,1370,-0.2744391858577728,-0.41615983843803406,1465676.0,0.0,False
test,low_score_normal_control,4,25290,0,0.21105679869651794,3,1590,-0.8900152444839478,-0.06575383991003036,2344650.0,0.0,False
test,low_score_normal_control,5,3035924,0,0.08381364494562149,1,1663,-0.2738487422466278,0.6857413649559021,3037508.0,0.0,False
test,low_score_normal_control,6,2384201,0,0.018974564969539642,1,475,1.6503223180770874,-0.6419421434402466,1838263.0,0.0,False
test,low_score_normal_control,7,589365,0,0.22405779361724854,4,356,0.28796151280403137,0.08273497968912125,1662253.0,0.0,False
test,low_score_normal_control,8,3260402,0,0.10186005383729935,6,1103,-0.019796302542090416,-0.948314368724823,1039884.0,0.0,False
test,low_score_normal_control,9,1770764,0,0.09807907044887543,3,1520,1.3145822286605835,-0.5551308393478394,393775.0,0.0,False
