split,cohort,cohort_order,target_node_id,label,predicted_class,fraud_score,in_degree,community_id,community_size,community_risk,is_risky_community,community_train_fraud_lift,community_conductance,selected_internal_edge_ratio,selected_distinct_community_count,sampled_node_count,sampled_event_count,edge_explanation_unavailable,selected_edge_count,edge_sparsity,feature_sparsity,sufficiency_error,comprehensiveness,community_risk_feature_importance,community_risk_prior_logit_delta,community_risk_prior_fraud_score,community_risk_prior_score_delta,model_seed,explainer_seed,neighborhood_seed,explainer_config_id,stability_audited,explainer_seed_edge_jaccard_median,explainer_seed_node_jaccard_median,stability_passed,failure_flag,runtime_seconds,peak_rss_mib,edge_mask_max,random_sufficiency_error,random_comprehensiveness,degree_sufficiency_error,degree_comprehensiveness,recency_sufficiency_error,recency_comprehensiveness
test,high_score_normal,0,2201167,0,1,0.9999999987956099,7,1276,2837,-0.4754377603530884,False,0.7785029839321842,0.005267358339984,1.0,1,8,7,False,1,0.8571428571428572,0.8571428571428572,7.002951551982051e-10,2.220446049250313e-15,0.37314820289611816,-0.04192543029785156,0.9999999988450605,-4.945066578443402e-11,42,42,42,epochs50_lr001_default,False,,,,False,0.219113400002243,1797.82421875,0.7364385724067688,2.2752977280049436e-10,-2.675972776700064e-10,7.002951551982051e-10,2.220446049250313e-15,2.214368688413515e-10,3.26183524634871e-13
test,high_score_normal,1,1810312,0,1,0.9999999997513178,1,1005,1616,0.1148710623383522,False,1.0535740382548893,0.0044027003228646,1.0,1,2,1,False,1,0.0,0.8571428571428572,0.0,1.2682921379791878e-10,0.37729373574256897,0.008779525756835938,0.9999999997491249,2.192912518239609e-12,42,42,42,epochs50_lr001_default,False,,,,False,0.2034977000002982,1797.8359375,0.23692820966243744,0.0,1.2682921379791878e-10,0.0,1.2682921379791878e-10,0.0,1.2682921379791878e-10
test,high_score_normal,2,3504493,0,1,0.9999999999813707,1,1276,2837,-0.4754377603530884,False,0.7785029839321842,0.005267358339984,1.0,1,2,1,False,1,0.0,0.8571428571428572,0.0,0.6496675361271959,0.3730856478214264,-0.04192543029785156,0.9999999999821356,-7.649436639667329e-13,42,42,42,epochs50_lr001_default,False,,,,False,0.16956550000759307,1797.84765625,0.23713995516300201,0.0,0.6496675361271959,0.0,0.6496675361271959,0.0,0.6496675361271959
test,high_score_normal,3,1465676,0,1,0.9998043853668619,1,289,1918,0.276370644569397,False,1.1288293267016671,0.0024509803921568,1.0,1,2,1,False,1,0.0,0.8571428571428572,0.0,0.0011141463199392243,0.3776359558105469,0.02265167236328125,0.9997999046991799,4.480667681994177e-06,42,42,42,epochs50_lr001_default,False,,,,False,0.1509568999899784,1797.8515625,0.23676049709320068,0.0,0.0011141463199392243,0.0,0.0011141463199392243,0.0,0.0011141463199392243
test,high_score_normal,4,2344650,0,1,0.9994597971611825,3,1219,2251,-0.32274070382118225,False,0.8496564824636205,0.0016659725114535,1.0,1,4,3,False,1,0.6666666666666667,0.8571428571428572,0.00042340306229404767,0.0002844344541222954,0.37347936630249023,-0.028809547424316406,0.9994751300644356,-1.533290325306247e-05,42,42,42,epochs50_lr001_default,False,,,,False,0.21833679999690503,1797.859375,0.7283960580825806,0.0002513164223875153,0.0001169718186649904,0.0002513164223875153,0.0001169718186649904,0.00046392454294108543,-0.000292845944782516
test,high_score_normal,5,3037508,0,1,0.9986214287255575,1,1663,3173,-0.2738487422466278,False,0.8724390695328342,0.0032201405152224,1.0,1,2,1,False,1,0.0,0.8571428571428572,0.0,0.053044949226646376,0.3732483386993408,-0.02460956573486328,0.9986548956397465,-3.34669141890398e-05,42,42,42,epochs50_lr001_default,False,,,,False,0.19503609999082983,1797.8671875,0.23699592053890228,0.0,0.053044949226646376,0.0,0.053044949226646376,0.0,0.053044949226646376
test,high_score_normal,6,1838263,0,1,0.9966115953764162,1,475,1730,1.6503223180770874,False,1.7690608851294782,0.0015906680805938,1.0,1,2,1,False,1,0.0,0.8571428571428572,0.0,0.2695126239564465,0.41310179233551025,0.1406688690185547,0.9961017941775254,0.0005098011988907691,42,42,42,epochs50_lr001_default,False,,,,False,0.19820630000322126,1797.8671875,0.2619101405143738,0.0,0.2695126239564465,0.0,0.2695126239564465,0.0,0.2695126239564465
test,high_score_normal,7,1662253,0,1,0.9954448226068403,4,356,2409,0.28796151280403137,False,1.134230423958613,0.0019349845201238,1.0,1,5,4,False,1,0.75,0.8571428571428572,4.640571847369657e-05,-0.0010603648457231385,0.3768876791000366,0.023647785186767578,0.9953363273401212,0.0001084952667190775,42,42,42,epochs50_lr001_default,False,,,,True,0.172330300003523,1797.87890625,0.7927995920181274,0.00031187272863764104,-0.0001537859076032877,0.002904648879977656,0.0005458192838661002,0.00031187272863764104,-0.0001537859076032877
test,high_score_normal,8,1039884,0,1,0.9902093353551634,6,673,1504,0.6037346720695496,False,1.2813738303100006,0.0052356020942408,1.0,1,7,6,False,1,0.8333333333333334,0.8571428571428572,0.006977368312503396,4.622845550805721e-09,0.3774750232696533,0.050771236419677734,0.9897046659106433,0.0005046694445201005,42,42,42,epochs50_lr001_default,False,,,,False,0.1972273999999743,1797.88671875,0.6880034804344177,0.005383309859648078,-0.0026960839848526597,0.006977368312503396,4.622845550805721e-09,0.007351109104495657,1.849310693913253e-06
test,high_score_normal,9,393775,0,1,0.985569824069592,3,1520,1800,1.3145822286605835,False,1.6126133238595244,0.0028564009348221,1.0,1,4,3,False,1,0.6666666666666667,0.8571428571428572,0.007388040105797189,4.0689370317537055e-08,0.3861524164676666,0.11183023452758789,0.9838899091967427,0.001679914872849353,42,42,42,epochs50_lr001_default,False,,,,False,0.20635439999750815,1797.89453125,0.7283762693405151,0.0072074030753939144,-0.000358566274477945,0.0072074030753939144,-0.000358566274477945,0.0072074030753939144,-0.000358566274477945
test,low_score_fraud,0,841612,1,0,0.0009866547759750438,1,201,1877,-1.3189301490783691,False,0.3854539164347156,0.002696739396911,1.0,1,2,1,False,1,0.0,0.8571428571428572,0.0,0.0009647504307561672,0.3773525059223175,-0.11437797546386719,0.0011060812376057145,-0.0001194264616306707,42,42,42,epochs50_lr001_default,False,,,,False,0.18673750000016298,1797.90234375,0.23686328530311584,0.0,0.0009647504307561672,0.0,0.0009647504307561672,0.0,0.0009647504307561672
test,low_score_fraud,1,2495407,1,0,0.0027878402060175543,2,828,4650,-0.6978931427001953,False,0.6748436192238227,0.0065610174624003,1.0,1,3,2,False,1,0.5,0.8571428571428572,0.000542870220048397,0.0007473403808291312,0.3772280216217041,-0.06103372573852539,0.0029627724409119873,-0.00017493223489443294,42,42,42,epochs50_lr001_default,False,,,,False,0.20762240000476595,1797.90625,0.3464844524860382,0.000542870220048397,0.0007473403808291312,0.0007473403808291312,0.000542870220048397,0.0007473403808291312,0.000542870220048397
test,low_score_fraud,2,3015378,1,0,0.03572770261030582,2,558,1887,-0.04829346761107445,False,0.9775429220921652,0.0054699154649428,1.0,1,2,2,False,1,0.5,0.8571428571428572,2.058631890056173e-05,2.0696368209893734e-05,0.3776875436306,-0.005235195159912109,0.03590850056979817,-0.00018079795949235006,42,42,42,epochs50_lr001_default,False,,,,False,0.20187390000501182,1797.9140625,0.9609829783439636,2.058631890056173e-05,2.0696368209893734e-05,2.0696368209893734e-05,-2.058631890056173e-05,2.058631890056173e-05,2.0696368209893734e-05
test,low_score_fraud,3,2874025,1,0,0.04660438347184318,3,1145,11321,-0.31575700640678406,False,0.8529107377933905,0.0086816720257234,1.0,1,4,3,False,1,0.6666666666666667,0.8571428571428572,0.022336119882812255,-0.00393433099752849,0.37667185068130493,-0.028209209442138672,0.04787394012593932,-0.0012695566540961364,42,42,42,epochs50_lr001_default,False,,,,True,0.2212044999905629,1797.91796875,0.7251780033111572,0.013089474816812663,0.0031164201356944643,0.013089474816812663,0.0031164201356944643,0.022336119882812255,-0.00393433099752849
test,low_score_fraud,4,2883731,1,0,0.061867267370652616,3,1037,2210,-0.9038186073303223,False,0.5788868342059831,0.0033712600084281,1.0,1,3,3,False,1,0.6666666666666667,0.8571428571428572,0.002859618449200685,0.007725264670683463,0.3809874653816223,-0.07872152328491211,0.06659692762252191,-0.004729660251869293,42,42,42,epochs50_lr001_default,False,,,,False,0.22029789999942295,1797.921875,0.3470008969306946,0.007725264670683463,0.0009758104986157257,0.002859618449200685,0.007725264670683463,0.002859618449200685,0.007725264670683463
test,low_score_fraud,5,2687475,1,0,0.06837438580488822,5,1057,2778,-0.12393922358751297,False,0.942293645798666,0.0049933422103861,1.0,1,5,5,False,1,0.8,0.8571428571428572,0.021572579478041365,-0.002414031268715644,0.37731412053108215,-0.011732816696166992,0.06912555379372128,-0.0007511679888330541,42,42,42,epochs50_lr001_default,False,,,,True,0.179457199992612,1797.9296875,0.7928603291511536,0.03801180593728182,-0.0014948833194404765,0.01446678097082088,0.02630907903081048,0.027671945703151457,-0.0034422749264602093
test,low_score_fraud,6,2130310,1,0,0.07451087927922333,3,1184,2019,-1.7633363008499146,False,0.1783703225036494,0.0037261294829995,1.0,1,4,3,False,1,0.6666666666666667,0.8571428571428572,0.11795294444638682,-0.004789132890101411,0.5938965082168579,-0.15255069732666016,0.08573756994032919,-0.011226690661105862,42,42,42,epochs50_lr001_default,False,,,,True,0.19734240000252612,1797.94921875,0.7250374555587769,0.11795294444638682,-0.004789132890101411,0.0974695663008307,0.001364116765293577,0.0974695663008307,0.001364116765293577
test,low_score_fraud,7,209710,1,0,0.07657312027149192,2,191,1799,-0.26196131110191345,False,0.8779783652124078,0.0051867219917012,1.0,1,3,2,False,1,0.5,0.8571428571428572,0.16521639899328466,-0.003317533777208559,0.37804585695266724,-0.02358841896057129,0.0782577981687826,-0.0016846778972906817,42,42,42,epochs50_lr001_default,False,,,,True,0.22912999999243766,1797.94921875,0.34665998816490173,0.003317533777208559,0.16521639899328466,0.003317533777208559,0.16521639899328466,0.003317533777208559,0.16521639899328466
test,low_score_fraud,8,3171909,1,0,0.09125151214871922,2,723,2117,-1.0567790269851685,False,0.507610618002891,0.0035273368606701,1.0,1,2,2,False,1,0.5,0.8571428571428572,0.0,0.0,0.38618767261505127,-0.09186029434204102,0.09916039728450338,-0.007908885135784152,42,42,42,epochs50_lr001_default,False,,,,True,0.25415890000294894,1797.90625,0.961700975894928,0.0,0.0,0.0,0.0,0.0,0.0
test,low_score_fraud,9,2278369,1,0,0.09287292785785148,2,274,1961,1.200743317604065,False,1.5595668329430925,0.0033349213911386,1.0,1,3,2,False,1,0.5,0.8571428571428572,0.00397353067161077,0.06954372331319092,0.3757861852645874,0.10205221176147461,0.08462511806996184,0.008247809787889637,42,42,42,epochs50_lr001_default,False,,,,False,0.21013510000193492,1797.91015625,0.6292827129364014,0.00397353067161077,0.06954372331319092,0.00397353067161077,0.06954372331319092,0.00397353067161077,0.06954372331319092
test,low_score_normal_control,0,1785229,0,0,0.07859780525739316,7,1276,2837,-0.4754377603530884,False,0.7785029839321842,0.005267358339984,1.0,1,7,7,False,1,0.8571428571428572,0.8571428571428572,0.04734663692807517,0.0038286508660941854,0.416526198387146,-0.04192519187927246,0.08168818179413923,-0.00309037653674607,42,42,42,epochs50_lr001_default,False,,,,False,0.18742299999576062,1797.91796875,0.6870704293251038,0.04734663692807517,0.0038286508660941854,0.04734663692807517,0.0038286508660941854,0.003805690819560059,0.017058010721204164
test,low_score_normal_control,1,198081,0,0,0.0501874097712485,1,80,1616,-0.2336280345916748,False,0.891181047396053,0.0089086859688195,1.0,1,2,1,False,1,0.0,0.8571428571428572,0.0,0.007805941399103289,0.3775278925895691,-0.02115464210510254,0.05120547218919433,-0.0010180624179458309,42,42,42,epochs50_lr001_default,False,,,,False,0.1976005000033183,1797.92578125,0.23351526260375977,0.0,0.007805941399103289,0.0,0.007805941399103289,0.0,0.007805941399103289
test,low_score_normal_control,2,2171103,0,0,0.09572036977553838,1,1276,2837,-0.4754377603530884,False,0.7785029839321842,0.005267358339984,1.0,1,2,1,False,1,0.0,0.8571428571428572,0.0,-0.030876230769055657,0.37797898054122925,-0.04192519187927246,0.09941134935553635,-0.0036909795799979633,42,42,42,epochs50_lr001_default,False,,,,True,0.21373049999237992,1797.9375,0.233839750289917,0.0,-0.030876230769055657,0.0,-0.030876230769055657,0.0,-0.030876230769055657
test,low_score_normal_control,3,1339329,0,0,0.1965532785605353,1,1370,1918,-0.2744391858577728,False,0.872163938952723,0.0047281323877068,1.0,1,2,1,False,1,0.0,0.8571428571428572,0.0,-0.08087475290000778,0.3780326545238495,-0.024660348892211914,0.20047680431930587,-0.003923525758770557,42,42,42,epochs50_lr001_default,False,,,,True,0.2269473000051221,1797.94921875,0.23416194319725037,0.0,-0.08087475290000778,0.0,-0.08087475290000778,0.0,-0.08087475290000778
test,low_score_normal_control,4,25290,0,0,0.2110568197246943,3,1590,2251,-0.8900152444839478,False,0.5853189101416052,0.004390549864102,1.0,1,3,3,False,1,0.6666666666666667,0.8571428571428572,0.19403110733672135,-0.009414467384526226,0.538231611251831,-0.07753598690032959,0.22425658816686125,-0.013199768442166943,42,42,42,epochs50_lr001_default,False,,,,True,0.2047801000007894,1797.94921875,0.34791886806488037,0.029387186244867136,0.18917239439249167,0.18486606648333748,-0.009100883079988242,0.029387186244867136,0.18917239439249167
test,low_score_normal_control,5,3035924,0,0,0.08381364439057142,1,1663,3173,-0.2738487422466278,False,0.8724390695328342,0.0032201405152224,1.0,1,2,1,False,1,0.0,0.8571428571428572,0.0,0.030446425019877155,0.3779772222042084,-0.02460956573486328,0.08572284428754905,-0.0019091998969776314,42,42,42,epochs50_lr001_default,False,,,,False,0.17840150000120047,1797.953125,0.2367565929889679,0.0,0.030446425019877155,0.0,0.030446425019877155,0.0,0.030446425019877155
test,low_score_normal_control,6,2384201,0,0,0.01897456584523998,1,475,1730,1.6503223180770874,False,1.7690608851294782,0.0015906680805938,1.0,1,2,1,False,1,0.0,0.8571428571428572,0.0,0.014789426328158384,0.37407734990119934,0.1406688690185547,0.016525812940923836,0.0024487529043161448,42,42,42,epochs50_lr001_default,False,,,,False,0.190490699998918,1797.95703125,0.23674049973487854,0.0,0.014789426328158384,0.0,0.014789426328158384,0.0,0.014789426328158384
test,low_score_normal_control,7,589365,0,0,0.22405779117488472,4,356,2409,0.28796151280403137,False,1.134230423958613,0.0019349845201238,1.0,1,4,4,False,1,0.75,0.8571428571428572,0.08808261574682164,-0.009808791699392305,0.37313905358314514,0.023647665977478027,0.219973347904561,0.004084443270323729,42,42,42,epochs50_lr001_default,False,,,,True,0.21461749999434687,1797.9609375,0.7278867363929749,0.13061327105926224,-0.0029501110318930213,0.08808261574682164,-0.009808791699392305,0.010523897279802075,0.05245747970146608
test,low_score_normal_control,8,3260402,0,0,0.10186004884084014,6,1103,1504,-0.019796302542090416,False,0.9908219795500526,0.0033773411114522,1.0,1,7,6,False,1,0.8333333333333334,0.8571428571428572,0.09149156415325654,-0.004348087661842248,0.3777717649936676,-0.002787351608276367,0.10211533166643388,-0.0002552828255937417,42,42,42,epochs50_lr001_default,False,,,,True,0.16335149999940768,1797.96484375,0.6879901885986328,0.05495971325798621,-0.004191305453351557,0.026481022235076646,-0.002551110029172743,0.020347950797825254,0.01730112542497686
test,low_score_normal_control,9,1770764,0,0,0.09807907038531964,3,1520,1800,1.3145822286605835,False,1.6126133238595244,0.0028564009348221,1.0,1,4,3,False,1,0.6666666666666667,0.8571428571428572,5.7119075158706956e-05,0.0026046615495308734,0.3764340877532959,0.11183047294616699,0.08862153736892284,0.009457533016396805,42,42,42,epochs50_lr001_default,False,,,,False,0.22516500001074746,1797.8828125,0.7268610000610352,0.012856191479498569,0.0039974224794874225,0.06266429423169728,0.001965845916120368,5.7119075158706956e-05,0.0026046615495308734
validation,high_score_fraud,0,2961442,1,1,0.9685918755139261,3,52,3882,3.0715558528900146,False,2.4313247036651293,0.008367707719505,1.0,1,4,3,False,1,0.6666666666666667,0.8571428571428572,0.012901600735864216,-0.007662934411345579,0.6016227602958679,0.26274776458740234,0.9595356828658231,0.009056192648102979,42,42,42,epochs50_lr001_default,True,1.0,1.0,True,True,0.22679559999960475,1823.8359375,0.7278700470924377,0.012901600735864216,-0.007662934411345579,0.010303314429351174,-0.0017661695873155692,0.010303314429351174,-0.0017661695873155692
validation,high_score_fraud,1,1263449,1,1,0.956849989846424,1,1626,2017,0.6055939197540283,False,1.2822402088294798,0.0023277467411545,1.0,1,2,1,False,1,0.0,0.8571428571428572,0.0,0.17603205591372584,0.38401487469673157,0.05093121528625488,0.9546975191532268,0.0021524706931972393,42,42,42,epochs50_lr001_default,True,1.0,1.0,True,False,0.2192971999902511,1823.8984375,0.23898285627365112,0.0,0.17603205591372584,0.0,0.17603205591372584,0.0,0.17603205591372584
validation,high_score_fraud,2,2707134,1,1,0.9514642104177583,3,54,4424,8.292803764343262,True,4.864312420123463,0.0094560244026436,1.0,1,3,3,False,1,0.6666666666666667,0.8571428571428572,0.004352306580479359,0.002494989308229889,0.6138054728507996,0.7112326622009277,0.9058912259045508,0.04557298451320746,42,42,42,epochs50_lr001_default,True,1.0,1.0,True,False,0.20964149999781512,1823.90234375,0.6260199546813965,0.004352306580479359,0.002494989308229889,0.004352306580479359,0.002494989308229889,0.01210880888606114,-0.004352306580479359
validation,high_score_fraud,3,822922,1,1,0.9242161806428626,1,1179,3971,1.4663676023483276,False,1.6833419784147667,0.0041802136553646,1.0,1,2,1,False,1,0.0,0.8571428571428572,0.0,0.17986841332164616,0.5903052091598511,0.12486839294433594,0.9149937777441166,0.009222402898745985,42,42,42,epochs50_lr001_default,False,,,,False,0.2151575000025332,1823.90625,0.23818932473659515,0.0,0.17986841332164616,0.0,0.17986841332164616,0.0,0.17986841332164616
validation,high_score_fraud,4,1476049,1,1,0.9227097777935074,3,54,4424,8.292803764343262,True,4.864312420123463,0.0094560244026436,1.0,1,4,3,False,1,0.6666666666666667,0.8571428571428572,0.009484686959794875,-0.003298869301294083,0.6138346791267395,0.7112325429916382,0.8542728687707567,0.06843690902275068,42,42,42,epochs50_lr001_default,False,,,,True,0.25056770000082906,1823.90625,0.7275099754333496,0.009484686959794875,-0.003298869301294083,0.00231598382195608,-0.0012378313615414305,0.00231598382195608,-0.0012378313615414305
validation,high_score_fraud,5,1865366,1,1,0.9216361966947723,1,41,1907,0.2156396061182022,False,1.1005299842495362,0.0071530758226037,1.0,1,2,1,False,1,0.0,0.8571428571428572,0.0,0.1982626743783905,0.37904253602027893,0.017435550689697266,0.9203676568705086,0.0012685398242636703,42,42,42,epochs50_lr001_default,False,,,,False,0.2307031999953324,1823.90625,0.23864053189754486,0.0,0.1982626743783905,0.0,0.1982626743783905,0.0,0.1982626743783905
validation,high_score_fraud,6,910419,1,1,0.9202847035659546,1,1591,1997,1.1723614931106567,False,1.5463415434269412,0.0016662699357295,1.0,1,2,1,False,1,0.0,0.8571428571428572,0.0,0.16114403571981628,0.5063276290893555,0.09961438179016113,0.9126641723210609,0.007620531244893702,42,42,42,epochs50_lr001_default,False,,,,False,0.2590074000036111,1823.91015625,0.23796357214450836,0.0,0.16114403571981628,0.0,0.16114403571981628,0.0,0.16114403571981628
validation,high_score_fraud,7,1445319,1,1,0.9163361572686555,1,852,2102,2.9615445137023926,False,2.380061833407129,0.0046760187040748,1.0,1,2,1,False,1,0.0,0.8571428571428572,0.0,0.20617061024123806,0.6148655414581299,0.253298282623291,0.894756801305269,0.02157935596338645,42,42,42,epochs50_lr001_default,False,,,,False,0.265947200008668,1823.91015625,0.23893025517463684,0.0,0.20617061024123806,0.0,0.20617061024123806,0.0,0.20617061024123806
validation,high_score_fraud,8,2522099,1,1,0.9147186232687491,2,1598,1924,0.765028178691864,False,1.356533096465523,0.0017102369899828,1.0,1,2,2,False,1,0.5,0.8571428571428572,0.0,0.0,0.3879595696926117,0.06462597846984863,0.9095402638506951,0.005178359418054002,42,42,42,epochs50_lr001_default,False,,,,True,0.23714070000278298,1823.9140625,0.9617314338684082,0.0,0.0,0.0,0.0,0.0,0.0
validation,high_score_fraud,9,1437987,1,1,0.911099366900636,1,1694,2115,0.9941465854644775,False,1.4632972753540128,0.0006506180871828,1.0,1,2,1,False,1,0.0,0.8571428571428572,0.0,0.15476880410349447,0.43532976508140564,0.08430647850036621,0.9040299410311716,0.007069425869464352,42,42,42,epochs50_lr001_default,False,,,,False,0.22651219999534078,1797.66796875,0.23765958845615387,0.0,0.15476880410349447,0.0,0.15476880410349447,0.0,0.15476880410349447
validation,high_score_normal,0,1942636,0,1,0.9999874613976246,3,1215,1915,0.390248566865921,False,1.181893953170549,0.0055784622847441,1.0,1,4,3,False,1,0.6666666666666667,0.8571428571428572,3.489076613405473e-06,2.3187104380983925e-07,0.37765589356422424,0.032433509826660156,0.9999870480653325,4.1333229217066503e-07,42,42,42,epochs50_lr001_default,True,1.0,1.0,True,False,0.21167879999848083,1797.70703125,0.7283869385719299,1.2030382219307967e-06,9.100711515497295e-07,3.489076613405473e-06,2.3187104380983925e-07,1.2030382219307967e-06,9.100711515497295e-07
validation,high_score_normal,1,333139,0,1,0.9990295016713949,3,1076,1922,-1.4056228399276733,False,0.3450569994284572,0.0021608643457382,1.0,1,4,3,False,1,0.6666666666666667,0.8571428571428572,0.0007492370588997321,-0.0001374458643933485,0.3748856484889984,-0.12182474136352539,0.9991407187723457,-0.00011121710095074455,42,42,42,epochs50_lr001_default,True,1.0,1.0,True,True,0.2366347999923164,1797.71484375,0.72480309009552,0.0007492370588997321,-0.0001374458643933485,0.0007492370588997321,-0.0001374458643933485,7.724125766650491e-05,-0.000702290007420725
validation,high_score_normal,2,920517,0,1,0.9954258599954626,1,475,1730,1.6503223180770874,False,1.7690608851294782,0.0015906680805938,1.0,1,2,1,False,1,0.0,0.8571428571428572,0.0,0.33197665882371374,0.4334065020084381,0.1406688690185547,0.9947386012279246,0.000687258767538057,42,42,42,epochs50_lr001_default,True,1.0,1.0,True,False,0.22614240000257269,1797.71484375,0.30982261896133423,0.0,0.33197665882371374,0.0,0.33197665882371374,0.0,0.33197665882371374
